C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_44_274.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_44_274.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_44_274.jpg,0,2.027.734,0,7.070.002
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_44_342.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_44_342.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_44_342.jpg,0,3.826.937,0,9.467.989
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_44_413.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_44_413.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_44_413.jpg,-0.05,6.427.272,0,1.434.013
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_44_485.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_44_485.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_44_485.jpg,-0.25,8.633.261,0,2.173.052
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_44_558.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_44_558.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_44_558.jpg,-0.4,1,0,2.864.847
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_44_627.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_44_627.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_44_627.jpg,-5.354.305,1,0,3.791.584
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_44_697.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_44_697.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_44_697.jpg,-4.319.619,1,0,4.489.107
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_44_769.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_44_769.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_44_769.jpg,-1.909.571,1,0,5.422.441
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_44_839.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_44_839.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_44_839.jpg,-6.139.816,1,0,6.111.838
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_44_911.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_44_911.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_44_911.jpg,0,1,0,7.026.899
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_44_981.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_44_981.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_44_981.jpg,0,1,0,7.709.986
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_45_052.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_45_052.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_45_052.jpg,0,1,0,8.614.678
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_45_120.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_45_120.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_45_120.jpg,-0.05,1,0,9.288.085
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_45_190.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_45_190.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_45_190.jpg,-0.25,1,0,1.016.289
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_45_261.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_45_261.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_45_261.jpg,-4.176.539,1,0,10.792
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_45_333.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_45_333.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_45_333.jpg,-148.133,1,0,1.150.283
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_45_405.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_45_405.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_45_405.jpg,0,1,0,1.241.839
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_45_479.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_45_479.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_45_479.jpg,0,1,0,132.507
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_45_555.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_45_555.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_45_555.jpg,-0.15,1,0,14.023
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_45_622.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_45_622.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_45_622.jpg,-2.039.619,1,0,1.464.477
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_45_692.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_45_692.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_45_692.jpg,0,1,0,155.139
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_45_768.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_45_768.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_45_768.jpg,-0.1,1,0,1.636.341
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_45_841.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_45_841.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_45_841.jpg,-0.25,1,0,1.696.618
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_45_913.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_45_913.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_45_913.jpg,-2.899.932,1,0,1.775.621
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_45_984.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_45_984.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_45_984.jpg,-4.874.708,1,0,1.857.259
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_46_053.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_46_053.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_46_053.jpg,-1.987.471,1,0,1.919.831
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_46_127.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_46_127.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_46_127.jpg,-3.987.471,1,0,199.691
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_46_201.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_46_201.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_46_201.jpg,-5.835.459,1,0,2.047.755
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_46_273.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_46_273.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_46_273.jpg,-3.347.006,1,0,2.125.484
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_46_346.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_46_346.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_46_346.jpg,-9.781.816,1,0,2.205.516
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_46_582.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_46_582.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_46_582.jpg,-0.45,1,0,2.413.973
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_46_648.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_46_648.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_46_648.jpg,-6.500.001,1,0,247.545
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_46_718.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_46_718.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_46_718.jpg,-8.377.869,1,0,2.514.737
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_46_799.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_46_799.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_46_799.jpg,-570.669,1,0,2.584.808
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_46_873.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_46_873.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_46_873.jpg,-371.641,1,0,2.662.703
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_46_949.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_46_949.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_46_949.jpg,-1.184.418,1,0,273.984
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_47_022.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_47_022.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_47_022.jpg,3.825.914,1,0,2.793.855
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_47_090.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_47_090.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_47_090.jpg,2.382.591,1,0,2.860.154
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_47_161.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_47_161.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_47_161.jpg,3.882.592,1,0,2.905.084
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_47_287.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_47_287.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_47_287.jpg,4.069.337,1,0,3.010.639
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_47_354.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_47_354.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_47_354.jpg,2.246.239,1,0,3.019.317
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_47_421.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_47_421.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_47_421.jpg,3.269.759,1,0,3.018.802
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_47_496.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_47_496.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_47_496.jpg,0,1,0,3.018.782
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_47_565.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_47_565.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_47_565.jpg,-0.05,1,0,3.018.911
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_47_636.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_47_636.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_47_636.jpg,-0.2,1,0,301.762
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_47_709.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_47_709.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_47_709.jpg,-407.143,1,0,3.015.302
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_47_776.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_47_776.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_47_776.jpg,-2.272.892,1,0,3.018.723
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_47_854.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_47_854.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_47_854.jpg,0,1,0,3.018.762
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_47_921.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_47_921.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_47_921.jpg,0,1,0,3.018.879
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_47_988.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_47_988.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_47_988.jpg,0.2,1,0,3.017.494
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_48_057.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_48_057.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_48_057.jpg,5.533.018,1,0,301.889
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_48_129.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_48_129.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_48_129.jpg,0,1,0,3.019.047
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_48_203.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_48_203.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_48_203.jpg,0,1,0,3.019.042
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_48_277.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_48_277.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_48_277.jpg,0,1,0,3.018.878
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_48_350.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_48_350.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_48_350.jpg,-0.15,1,0,301.841
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_48_417.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_48_417.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_48_417.jpg,-0.3,1,0,3.016.866
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_48_520.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_48_520.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_48_520.jpg,-2.139.899,1,0,3.019.007
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_48_587.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_48_587.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_48_587.jpg,-1.322.652,1,0,3.018.902
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_48_654.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_48_654.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_48_654.jpg,0,1,0,3.018.918
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_48_729.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_48_729.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_48_729.jpg,0,1,0,3.019.003
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_48_802.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_48_802.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_48_802.jpg,0,1,0,3.019.016
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_48_877.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_48_877.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_48_877.jpg,0,1,0,3.018.862
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_48_951.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_48_951.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_48_951.jpg,0,1,0,3.019.059
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_49_022.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_49_022.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_49_022.jpg,0,1,0,3.019.185
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_49_096.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_49_096.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_49_096.jpg,0,1,0,3.018.957
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_49_167.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_49_167.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_49_167.jpg,0,1,0,3.019.062
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_49_240.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_49_240.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_49_240.jpg,0,1,0,3.019.055
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_49_312.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_49_312.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_49_312.jpg,-0.15,1,0,3.018.394
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_49_387.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_49_387.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_49_387.jpg,-3.242.413,1,0,301.672
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_49_461.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_49_461.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_49_461.jpg,-1.275.066,1,0,3.019.048
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_49_531.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_49_531.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_49_531.jpg,0,1,0,3.018.906
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_49_640.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_49_640.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_49_640.jpg,0,1,0,3.019.015
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_49_708.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_49_708.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_49_708.jpg,-0.2,1,0,3.018.202
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_49_778.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_49_778.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_49_778.jpg,-2.405.379,1,0,3.017.927
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_49_852.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_49_852.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_49_852.jpg,0,1,0,3.018.939
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_49_925.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_49_925.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_49_925.jpg,0,1,0,3.019.024
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_49_995.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_49_995.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_49_995.jpg,0,1,0,301.902
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_50_071.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_50_071.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_50_071.jpg,0,1,0,3.019.027
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_50_144.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_50_144.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_50_144.jpg,-0.2,1,0,3.018.085
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_50_218.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_50_218.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_50_218.jpg,-8.249.395,1,0,3.019.039
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_50_318.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_50_318.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_50_318.jpg,0,1,0,3.019.006
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_50_386.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_50_386.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_50_386.jpg,0,1,0,3.019.027
C:\Users\MFV1\Documents\TrainData\IMG\center_2018_07_16_17_11_50_459.jpg,C:\Users\MFV1\Documents\TrainData\IMG\left_2018_07_16_17_11_50_459.jpg,C:\Users\MFV1\Documents\TrainData\IMG\right_2018_07_16_17_11_50_459.jpg,-0.05,1,0,3.018.991
